,time,open,high,low,close,tick_volume,spread,real_volume
0,2021-10-27 19:19:00,1796.11,1796.5,1795.91,1795.94,67,4,0
1,2021-10-27 19:20:00,1795.97,1796.19,1795.86,1796.08,53,2,0
2,2021-10-27 19:21:00,1796.09,1796.09,1795.46,1795.61,33,3,0
3,2021-10-27 19:22:00,1795.54,1795.92,1795.54,1795.71,48,5,0
4,2021-10-27 19:23:00,1795.71,1795.75,1795.46,1795.7,46,3,0
