Datetime,Open,High,Low,Close,Adj Close,Volume
2021-10-27 00:00:00-04:00,93.90399932861328,93.90699768066406,93.90399932861328,93.90699768066406,93.90699768066406,0
2021-10-27 00:01:00-04:00,93.90699768066406,93.90799713134766,93.90699768066406,93.90699768066406,93.90699768066406,0
2021-10-27 00:02:00-04:00,93.90699768066406,93.90699768066406,93.90599822998047,93.90699768066406,93.90699768066406,0
2021-10-27 00:03:00-04:00,93.90699768066406,93.90699768066406,93.90399932861328,93.90399932861328,93.90399932861328,0
2021-10-27 00:04:00-04:00,93.90399932861328,93.90499877929688,93.9020004272461,93.90499877929688,93.90499877929688,0
2021-10-27 00:07:00-04:00,93.90399932861328,93.90799713134766,93.90399932861328,93.90599822998047,93.90599822998047,0
2021-10-27 00:08:00-04:00,93.90599822998047,93.90599822998047,93.90499877929688,93.90499877929688,93.90499877929688,0
2021-10-27 00:09:00-04:00,93.90499877929688,93.90599822998047,93.9020004272461,93.9020004272461,93.9020004272461,0
2021-10-27 00:10:00-04:00,93.9020004272461,93.90299987792969,93.89900207519531,93.89900207519531,93.89900207519531,0
2021-10-27 00:11:00-04:00,93.89900207519531,93.89900207519531,93.8949966430664,93.8949966430664,93.8949966430664,0
2021-10-27 00:12:00-04:00,93.89399719238281,93.89399719238281,93.88999938964844,93.88999938964844,93.88999938964844,0
2021-10-27 00:13:00-04:00,93.88999938964844,93.89099884033203,93.88899993896484,93.88999938964844,93.88999938964844,0
2021-10-27 00:14:00-04:00,93.88999938964844,93.89099884033203,93.88999938964844,93.88999938964844,93.88999938964844,0
2021-10-27 00:15:00-04:00,93.89099884033203,93.89099884033203,93.88700103759766,93.88700103759766,93.88700103759766,0
2021-10-27 00:16:00-04:00,93.88700103759766,93.88800048828125,93.88600158691406,93.88800048828125,93.88800048828125,0
2021-10-27 00:17:00-04:00,93.88899993896484,93.88899993896484,93.88600158691406,93.88600158691406,93.88600158691406,0
2021-10-27 00:18:00-04:00,93.88600158691406,93.88600158691406,93.88400268554688,93.88400268554688,93.88400268554688,0
2021-10-27 00:19:00-04:00,93.88400268554688,93.88500213623047,93.88200378417969,93.88500213623047,93.88500213623047,0
2021-10-27 00:20:00-04:00,93.88500213623047,93.88600158691406,93.88500213623047,93.88600158691406,93.88600158691406,0
2021-10-27 00:21:00-04:00,93.88600158691406,93.88700103759766,93.88600158691406,93.88700103759766,93.88700103759766,0
2021-10-27 00:22:00-04:00,93.88700103759766,93.88899993896484,93.88700103759766,93.88899993896484,93.88899993896484,0
2021-10-27 00:23:00-04:00,93.88899993896484,93.88899993896484,93.88800048828125,93.88899993896484,93.88899993896484,0
2021-10-27 00:24:00-04:00,93.88899993896484,93.88999938964844,93.88899993896484,93.88899993896484,93.88899993896484,0
2021-10-27 00:25:00-04:00,93.88899993896484,93.88899993896484,93.88200378417969,93.88300323486328,93.88300323486328,0
2021-10-27 00:26:00-04:00,93.88200378417969,93.88300323486328,93.88200378417969,93.88300323486328,93.88300323486328,0
2021-10-27 00:27:00-04:00,93.88200378417969,93.88200378417969,93.88099670410156,93.88099670410156,93.88099670410156,0
2021-10-27 00:28:00-04:00,93.88099670410156,93.88400268554688,93.88099670410156,93.88300323486328,93.88300323486328,0
2021-10-27 00:29:00-04:00,93.88300323486328,93.88600158691406,93.88300323486328,93.88500213623047,93.88500213623047,0
2021-10-27 00:30:00-04:00,93.88500213623047,93.88700103759766,93.88500213623047,93.88700103759766,93.88700103759766,0
2021-10-27 00:31:00-04:00,93.88600158691406,93.88600158691406,93.88300323486328,93.88400268554688,93.88400268554688,0
2021-10-27 00:32:00-04:00,93.88300323486328,93.88500213623047,93.88300323486328,93.88500213623047,93.88500213623047,0
2021-10-27 00:33:00-04:00,93.88500213623047,93.88500213623047,93.87999725341797,93.87999725341797,93.87999725341797,0
2021-10-27 00:34:00-04:00,93.88099670410156,93.88200378417969,93.88099670410156,93.88099670410156,93.88099670410156,0
2021-10-27 00:35:00-04:00,93.88099670410156,93.88099670410156,93.87899780273438,93.87999725341797,93.87999725341797,0
2021-10-27 00:36:00-04:00,93.87999725341797,93.88300323486328,93.87999725341797,93.88300323486328,93.88300323486328,0
2021-10-27 00:37:00-04:00,93.88300323486328,93.88300323486328,93.88099670410156,93.88200378417969,93.88200378417969,0
2021-10-27 00:38:00-04:00,93.88200378417969,93.88300323486328,93.87999725341797,93.87999725341797,93.87999725341797,0
2021-10-27 00:39:00-04:00,93.87999725341797,93.87999725341797,93.87899780273438,93.87899780273438,93.87899780273438,0
2021-10-27 00:40:00-04:00,93.87999725341797,93.87999725341797,93.87899780273438,93.87999725341797,93.87999725341797,0
2021-10-27 00:41:00-04:00,93.87999725341797,93.88099670410156,93.87899780273438,93.87999725341797,93.87999725341797,0
2021-10-27 00:43:00-04:00,93.87899780273438,93.87999725341797,93.87899780273438,93.87899780273438,93.87899780273438,0
2021-10-27 00:45:00-04:00,93.87999725341797,93.88200378417969,93.87999725341797,93.87999725341797,93.87999725341797,0
2021-10-27 00:46:00-04:00,93.87999725341797,93.88099670410156,93.87999725341797,93.87999725341797,93.87999725341797,0
2021-10-27 00:47:00-04:00,93.87999725341797,93.88400268554688,93.87999725341797,93.88400268554688,93.88400268554688,0
2021-10-27 00:48:00-04:00,93.88400268554688,93.88400268554688,93.88300323486328,93.88300323486328,93.88300323486328,0
2021-10-27 00:49:00-04:00,93.88300323486328,93.88300323486328,93.88099670410156,93.88099670410156,93.88099670410156,0
2021-10-27 00:50:00-04:00,93.88099670410156,93.88200378417969,93.87999725341797,93.88200378417969,93.88200378417969,0
2021-10-27 00:52:00-04:00,93.88099670410156,93.88300323486328,93.88099670410156,93.88200378417969,93.88200378417969,0
2021-10-27 00:53:00-04:00,93.88099670410156,93.88200378417969,93.87899780273438,93.87899780273438,93.87899780273438,0
2021-10-27 00:54:00-04:00,93.87899780273438,93.88200378417969,93.87899780273438,93.88200378417969,93.88200378417969,0
2021-10-27 00:55:00-04:00,93.88200378417969,93.88700103759766,93.88200378417969,93.88700103759766,93.88700103759766,0
2021-10-27 00:56:00-04:00,93.88600158691406,93.89199829101562,93.88600158691406,93.89199829101562,93.89199829101562,0
2021-10-27 00:57:00-04:00,93.89199829101562,93.89299774169922,93.89199829101562,93.89299774169922,93.89299774169922,0
2021-10-27 00:58:00-04:00,93.89299774169922,93.89399719238281,93.89199829101562,93.89299774169922,93.89299774169922,0
2021-10-27 00:59:00-04:00,93.89299774169922,93.89399719238281,93.88999938964844,93.88999938964844,93.88999938964844,0
2021-10-27 01:00:00-04:00,93.88999938964844,93.88999938964844,93.88899993896484,93.88899993896484,93.88899993896484,0
2021-10-27 01:01:00-04:00,93.88899993896484,93.89099884033203,93.88899993896484,93.89099884033203,93.89099884033203,0
2021-10-27 01:02:00-04:00,93.89099884033203,93.89299774169922,93.88999938964844,93.89299774169922,93.89299774169922,0
2021-10-27 01:03:00-04:00,93.89299774169922,93.8949966430664,93.89299774169922,93.8949966430664,93.8949966430664,0
2021-10-27 01:04:00-04:00,93.8949966430664,93.89600372314453,93.8949966430664,93.89600372314453,93.89600372314453,0
2021-10-27 01:05:00-04:00,93.89600372314453,93.89900207519531,93.8949966430664,93.89700317382812,93.89700317382812,0
2021-10-27 01:06:00-04:00,93.89600372314453,93.89600372314453,93.89199829101562,93.89199829101562,93.89199829101562,0
2021-10-27 01:08:00-04:00,93.8949966430664,93.89800262451172,93.8949966430664,93.89800262451172,93.89800262451172,0
2021-10-27 01:09:00-04:00,93.89800262451172,93.89800262451172,93.89600372314453,93.89600372314453,93.89600372314453,0
2021-10-27 01:22:00-04:00,93.90899658203125,93.90899658203125,93.90899658203125,93.90899658203125,93.90899658203125,0
